tag,engine,file,text,audio_s,proc_s,rtf
L3,whisper,clean/heavy/con_001_pro_001_spk2.wav,它让你在那个时间段它是永远的,4.39,0.76,0.172
L3,whisper,clean/heavy/con_002_pro_002_spk1.wav,哪怕这个自己是一个刷脱离的自然不着急,3.18,0.89,0.279
L3,whisper,clean/heavy/con_002_pro_002_spk2.wav,哪怕这个自己是一个没问题没问题,3.18,0.77,0.241
L3,whisper,clean/heavy/con_003_pro_003_spk1.wav,因為有一個前提性的問題沒有討論,2.96,0.70,0.236
L3,whisper,clean/heavy/con_003_pro_003_spk2.wav,"哦,我忘了一下主播名字",2.96,2.19,0.738
L3,whisper,clean/heavy/con_004_pro_004_spk1.wav,所谓的熬夜就是晚睡晚起是吧,4.84,0.87,0.180
L3,whisper,clean/heavy/con_004_pro_004_spk2.wav,其实部落分也在讲的熬夜所谓的熬夜就是玩水玩气是吧,4.84,0.99,0.204
L3,whisper,clean/heavy/con_005_pro_005_spk1.wav,我觉得晚会晚起都可以,2.75,0.58,0.210
L3,whisper,clean/heavy/con_005_pro_005_spk2.wav,我小碗碎碗,2.75,0.65,0.235
L3,whisper,clean/heavy/con_006_pro_006_spk1.wav,被捣鼓的玩家最晚,2.57,0.63,0.247
L3,whisper,clean/heavy/con_006_pro_006_spk2.wav,,2.57,0.60,0.235
L3,whisper,clean/heavy/con_007_pro_007_spk1.wav,因为你可以早上班的时间必定也晚,2.89,0.79,0.274
L3,whisper,clean/heavy/con_007_pro_007_spk2.wav,谢谢大家,2.89,0.41,0.143
L3,whisper,clean/heavy/con_008_pro_008_spk1.wav,因为你可以为了身体健康下来的一个人必定也晚,2.91,0.76,0.261
L3,whisper,clean/heavy/con_008_pro_008_spk2.wav,因为你可以为了身上好 再见,2.91,2.49,0.856
L3,whisper,clean/heavy/con_009_pro_009_spk1.wav,要不然剛一步步就變一步步,3.54,2.64,0.745
L3,whisper,clean/heavy/con_009_pro_009_spk2.wav,两个人的生活空间必定也就这么点,3.54,0.70,0.198
L3,whisper,clean/heavy/con_010_pro_010_spk1.wav,,3.49,0.58,0.167
L3,whisper,clean/heavy/con_010_pro_010_spk2.wav,哦不太一致额外的时间来过自己的生活的,3.49,0.71,0.204
L3,whisper,clean/heavy/con_011_pro_011_spk1.wav,我的意思是两点十点起,4.21,0.54,0.129
L3,whisper,clean/heavy/con_011_pro_011_spk2.wav,你没有多两个小时但是你一个一个的我可以给你解释,4.21,0.83,0.198
L3,whisper,clean/light/con_001_pro_001_spk1.wav,它让你在那个时间段里拥有你帮是要那它是怎么缓解我们的空虚的,5.94,0.94,0.159
L3,whisper,clean/light/con_001_pro_001_spk2.wav,它让你在那个时间段里拥有礼盲是一样那它是怎么缓解我们的空虚的,5.94,1.01,0.170
L3,whisper,clean/light/con_002_pro_002_spk1.wav,哪怕这个自己是一个刷抖音的自己没问题没问题先不着急,3.83,0.79,0.206
L3,whisper,clean/light/con_002_pro_002_spk2.wav,哪怕这个自己是一个发抖音的自己,3.83,0.64,0.168
L3,whisper,clean/light/con_003_pro_003_spk1.wav,因為有一個前提性的問題沒有討論,3.91,0.60,0.155
L3,whisper,clean/light/con_003_pro_003_spk2.wav,我忘了你在收位解釋,3.91,0.54,0.139
L3,whisper,clean/light/con_004_pro_004_spk1.wav,其实部落分也是一种要求我们在讲的熬夜所谓的熬夜就是晚睡晚起是吧,5.79,1.08,0.187
L3,whisper,clean/light/con_004_pro_004_spk2.wav,其实部落分也是一种要我们在讲的熬夜所谓的熬夜就是晚睡晚起是吧,5.79,1.05,0.182
L3,whisper,clean/light/con_005_pro_005_spk1.wav,我觉得晚睡晚起早一天聊晚睡晚起,3.83,0.68,0.178
L3,whisper,clean/light/con_005_pro_005_spk2.wav,我觉得晚睡晚起也是熬夜我先聊晚睡晚起,3.83,0.70,0.183
L3,whisper,clean/light/con_006_pro_006_spk1.wav,晚睡早起也上午夜了既然你是晚睡晚,3.60,0.70,0.195
L3,whisper,clean/light/con_006_pro_006_spk2.wav,早起也是熬夜,3.60,0.49,0.137
L3,whisper,clean/light/con_007_pro_007_spk1.wav,因为你可以早睡早起上班的时间必定也晚,3.67,0.72,0.196
L3,whisper,clean/light/con_007_pro_007_spk2.wav,谢谢大家,3.67,0.50,0.136
L3,whisper,clean/light/con_008_pro_008_spk1.wav,因为你可以为了身体健康下班的时间必定也晚,3.73,0.77,0.205
L3,whisper,clean/light/con_008_pro_008_spk2.wav,因为你可以为了身体健康,3.73,0.73,0.196
L3,whisper,clean/light/con_009_pro_009_spk1.wav,那你个人的生活空间必定也就这么点,4.23,0.68,0.160
L3,whisper,clean/light/con_009_pro_009_spk2.wav,,4.23,0.51,0.120
L3,whisper,clean/light/con_010_pro_010_spk1.wav,哦不太一致你是把多出额外的时间来做自己的生活的,4.69,0.83,0.177
L3,whisper,clean/light/con_010_pro_010_spk2.wav,我可以给你解释,4.69,0.49,0.105
L3,whisper,clean/light/con_011_pro_011_spk1.wav,你没有多两个小时但是你自己的是不是一样的呢我给你解释,5.71,0.86,0.150
L3,whisper,clean/light/con_011_pro_011_spk2.wav,你没有多两个小时但是你自己的时间多了两个小时意思是两点睡十点起,5.71,0.98,0.172
L3,whisper,clean/no/con_001_pro_001_spk1.wav,它让你在那个时间段里拥有了自己比方是药那它是怎么缓解我们的空虚的,6.87,0.98,0.143
L3,whisper,clean/no/con_001_pro_001_spk2.wav,它让你在那个时间段里拥有了自己你方式一样那它是怎么缓解我们的空虚的,6.87,1.03,0.151
L3,whisper,clean/no/con_002_pro_002_spk1.wav,哪怕这个自己是一个刷抖音的自己没问题没问题先不着急,4.22,0.81,0.192
L3,whisper,clean/no/con_002_pro_002_spk2.wav,明镜需要您的支持 欢迎订阅明镜,4.22,0.66,0.156
L3,whisper,clean/no/con_003_pro_003_spk1.wav,因為有一個前提性的問題沒有討論,4.48,0.62,0.139
L3,whisper,clean/no/con_003_pro_003_spk2.wav,我帮你再稍微解释一下,4.48,0.62,0.138
L3,whisper,clean/no/con_004_pro_004_spk1.wav,其实不落分其实在讲的熬夜所谓的熬夜就是晚睡晚起是吧,6.35,1.00,0.157
L3,whisper,clean/no/con_004_pro_004_spk2.wav,其实不落分也是一种药其实在讲的熬夜所谓的熬夜就是晚睡晚起是吧,6.35,1.11,0.174
L3,whisper,clean/no/con_005_pro_005_spk1.wav,我觉得晚睡晚起也是熬夜好 我先聊晚睡晚起,4.48,0.82,0.182
L3,whisper,clean/no/con_005_pro_005_spk2.wav,我觉得晚睡晚起也是熬夜好 我先聊晚睡晚起,4.48,0.72,0.160
L3,whisper,clean/no/con_006_pro_006_spk1.wav,睡早起也是熬夜了既然你是晚睡晚起,4.22,0.79,0.187
L3,whisper,clean/no/con_006_pro_006_spk2.wav,好既然你是晚睡晚起,4.22,0.58,0.138
L3,whisper,clean/no/con_007_pro_007_spk1.wav,因为你可以早睡早起你上班的时间必定也晚,4.14,0.72,0.174
L3,whisper,clean/no/con_007_pro_007_spk2.wav,谢谢,4.14,0.43,0.103
L3,whisper,clean/no/con_008_pro_008_spk1.wav,因为你可以为了身体健康下班的时间必定也晚,4.22,0.73,0.174
L3,whisper,clean/no/con_008_pro_008_spk2.wav,因为你可以为了身体健康,4.22,0.56,0.133
L3,whisper,clean/no/con_009_pro_009_spk1.wav,那你个人的生活空间必定也就这么简单,4.65,0.83,0.180
L3,whisper,clean/no/con_009_pro_009_spk2.wav,两万岁那你个人的生活空间必定也就这么简单,4.65,0.89,0.191
L3,whisper,clean/no/con_010_pro_010_spk1.wav,哦不太一致我可以给你解释你是怎么多出额外的时间来做自己的生活的,5.42,0.99,0.183
L3,whisper,clean/no/con_010_pro_010_spk2.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,5.42,0.99,0.182
L3,whisper,clean/no/con_011_pro_011_spk1.wav,你没有多两个小时但是你自己的时间比较两个我可以给你解释我的意思是两点睡十点起,6.61,1.08,0.164
L3,whisper,clean/no/con_011_pro_011_spk2.wav,你没有多两小时但是你自己的时间我可以给你解释什么意思十点,6.61,0.99,0.149
L3,whisper,white_0dB/heavy/con_001_pro_001_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,4.39,0.93,0.211
L3,whisper,white_0dB/heavy/con_001_pro_001_spk2.wav,他让你在那个他是同一晚的节目同一早,4.39,0.74,0.168
L3,whisper,white_0dB/heavy/con_002_pro_002_spk1.wav,,3.18,0.78,0.244
L3,whisper,white_0dB/heavy/con_002_pro_002_spk2.wav,感谢观看,3.18,0.46,0.145
L3,whisper,white_0dB/heavy/con_003_pro_003_spk1.wav,因為有一個檢視跟你們沒有討論,2.96,0.61,0.207
L3,whisper,white_0dB/heavy/con_003_pro_003_spk2.wav,,2.96,0.59,0.198
L3,whisper,white_0dB/heavy/con_004_pro_004_spk1.wav,不过分析讲的熬夜对的熬夜就是晚睡晚睡是吧,4.84,0.83,0.172
L3,whisper,white_0dB/heavy/con_004_pro_004_spk2.wav,谢谢大家,4.84,0.46,0.095
L3,whisper,white_0dB/heavy/con_005_pro_005_spk1.wav,,2.75,0.46,0.166
L3,whisper,white_0dB/heavy/con_005_pro_005_spk2.wav,我觉得我们晚了我们比较晚了对,2.75,0.71,0.257
L3,whisper,white_0dB/heavy/con_006_pro_006_spk1.wav,好谢谢谢谢,2.57,0.50,0.194
L3,whisper,white_0dB/heavy/con_006_pro_006_spk2.wav,谢谢大家,2.57,0.45,0.174
L3,whisper,white_0dB/heavy/con_007_pro_007_spk1.wav,因为你可以等上班的时间毕竟绝望,2.89,0.64,0.220
L3,whisper,white_0dB/heavy/con_007_pro_007_spk2.wav,感谢观看,2.89,0.50,0.171
L3,whisper,white_0dB/heavy/con_008_pro_008_spk1.wav,请不吝点赞订阅订阅,2.91,0.67,0.230
L3,whisper,white_0dB/heavy/con_008_pro_008_spk2.wav,,2.91,0.43,0.147
L3,whisper,white_0dB/heavy/con_009_pro_009_spk1.wav,两个人的生活空间毕竟也就这么久,3.54,0.66,0.186
L3,whisper,white_0dB/heavy/con_009_pro_009_spk2.wav,,3.54,0.58,0.165
L3,whisper,white_0dB/heavy/con_010_pro_010_spk1.wav,,3.49,0.62,0.178
L3,whisper,white_0dB/heavy/con_010_pro_010_spk2.wav,谢谢大家,3.49,0.50,0.145
L3,whisper,white_0dB/heavy/con_011_pro_011_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,4.21,0.90,0.215
L3,whisper,white_0dB/heavy/con_011_pro_011_spk2.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,4.21,0.90,0.213
L3,whisper,white_0dB/light/con_001_pro_001_spk1.wav,他让在那个时间段中有你帮他施药那他是怎么管其实我们都不知道,5.94,0.85,0.144
L3,whisper,white_0dB/light/con_001_pro_001_spk2.wav,谢谢大家,5.94,0.50,0.084
L3,whisper,white_0dB/light/con_002_pro_002_spk1.wav,小胖给你睡你给我发送你给你睡没问题没问题全部交给你,3.83,0.94,0.247
L3,whisper,white_0dB/light/con_002_pro_002_spk2.wav,优优独播剧场——YoYo Television Series Exclusive,3.83,0.67,0.174
L3,whisper,white_0dB/light/con_003_pro_003_spk1.wav,因为有一个前期的问题没有讨论,3.91,0.65,0.166
L3,whisper,white_0dB/light/con_003_pro_003_spk2.wav,好,3.91,2.46,0.629
L3,whisper,white_0dB/light/con_004_pro_004_spk1.wav,我们在讲的熬夜所谓的熬夜就是晚睡晚饮,5.79,0.88,0.152
L3,whisper,white_0dB/light/con_004_pro_004_spk2.wav,你做多少生意两个月熬夜熬夜说说话去睡吧,5.79,0.93,0.161
L3,whisper,white_0dB/light/con_005_pro_005_spk1.wav,我都觉得晚睡晚地走我都觉得晚睡晚地走,3.83,0.77,0.202
L3,whisper,white_0dB/light/con_005_pro_005_spk2.wav,谢谢大家,3.83,0.49,0.128
L3,whisper,white_0dB/light/con_006_pro_006_spk1.wav,感谢观看,3.60,0.46,0.129
L3,whisper,white_0dB/light/con_006_pro_006_spk2.wav,晚睡早起没问题既然你是晚睡完,3.60,0.71,0.198
L3,whisper,white_0dB/light/con_007_pro_007_spk1.wav,因为你可以早睡早起上班的时间毕竟也有网,3.67,0.77,0.209
L3,whisper,white_0dB/light/con_007_pro_007_spk2.wav,谢谢大家,3.67,0.51,0.138
L3,whisper,white_0dB/light/con_008_pro_008_spk1.wav,你可以被我吹有吧,3.73,3.54,0.948
L3,whisper,white_0dB/light/con_008_pro_008_spk2.wav,谢谢大家,3.73,0.65,0.174
L3,whisper,white_0dB/light/con_009_pro_009_spk1.wav,对 但你个人的生活空间毕竟也就这么,4.23,1.14,0.270
L3,whisper,white_0dB/light/con_009_pro_009_spk2.wav,谢谢大家,4.23,0.79,0.186
L3,whisper,white_0dB/light/con_010_pro_010_spk1.wav,感谢观看,4.69,0.69,0.148
L3,whisper,white_0dB/light/con_010_pro_010_spk2.wav,不太一致我可以用很多国外的时间来控制,4.69,0.90,0.192
L3,whisper,white_0dB/light/con_011_pro_011_spk1.wav,,5.71,0.49,0.086
L3,whisper,white_0dB/light/con_011_pro_011_spk2.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,5.71,0.95,0.166
L3,whisper,white_0dB/no/con_001_pro_001_spk1.wav,他在那个时间段拥有的自己你帮是要那他是怎么还约我这个东西的,6.87,0.96,0.140
L3,whisper,white_0dB/no/con_001_pro_001_spk2.wav,谢谢大家,6.87,0.45,0.066
L3,whisper,white_0dB/no/con_002_pro_002_spk1.wav,没问题没问题先不着急,4.22,0.59,0.139
L3,whisper,white_0dB/no/con_002_pro_002_spk2.wav,感谢观看,4.22,0.46,0.109
L3,whisper,white_0dB/no/con_003_pro_003_spk1.wav,因为有一个闲置性的问题没有好歌,4.48,0.65,0.144
L3,whisper,white_0dB/no/con_003_pro_003_spk2.wav,"哦,我忘了一遍,稍微...",4.48,2.11,0.471
L3,whisper,white_0dB/no/con_004_pro_004_spk1.wav,這次如果正義的 正義的 還可以 還可以 還可以,6.35,8.83,1.389
L3,whisper,white_0dB/no/con_004_pro_004_spk2.wav,就在讲的熬夜所谓的熬夜就是晚睡晚饮是吧,6.35,0.84,0.133
L3,whisper,white_0dB/no/con_005_pro_005_spk1.wav,我都觉得晚睡晚计时好我先表晚睡晚,4.48,0.71,0.158
L3,whisper,white_0dB/no/con_005_pro_005_spk2.wav,,4.48,0.45,0.102
L3,whisper,white_0dB/no/con_006_pro_006_spk1.wav,谢谢,4.22,0.42,0.099
L3,whisper,white_0dB/no/con_006_pro_006_spk2.wav,晚会早起没问题现在是晚会晚起,4.22,0.69,0.164
L3,whisper,white_0dB/no/con_007_pro_007_spk1.wav,因为你可以早睡早起上班的时间不一定绝望,4.14,0.71,0.171
L3,whisper,white_0dB/no/con_007_pro_007_spk2.wav,感谢观看,4.14,0.51,0.124
L3,whisper,white_0dB/no/con_008_pro_008_spk1.wav,你可以背个圈下半段时间再见拜拜,4.22,0.72,0.171
L3,whisper,white_0dB/no/con_008_pro_008_spk2.wav,谢谢大家,4.22,0.43,0.103
L3,whisper,white_0dB/no/con_009_pro_009_spk1.wav,那你个人的生活空间毕竟也就这么紧,4.65,0.76,0.165
L3,whisper,white_0dB/no/con_009_pro_009_spk2.wav,中文字幕志愿者 李宗盛,4.65,0.73,0.158
L3,whisper,white_0dB/no/con_010_pro_010_spk1.wav,谢谢,5.42,0.57,0.105
L3,whisper,white_0dB/no/con_010_pro_010_spk2.wav,不太一致你是怎么突然以外的时间来做自己,5.42,0.88,0.163
L3,whisper,white_0dB/no/con_011_pro_011_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,6.61,1.31,0.198
L3,whisper,white_0dB/no/con_011_pro_011_spk2.wav,你没有多两个小时但是你会多两个小时我一会儿就两点所以十天,6.61,1.10,0.166
L3,whisper,white_5dB/heavy/con_001_pro_001_spk1.wav,它让在那个时间状态它是从远远的我们都不知道,4.39,0.97,0.222
L3,whisper,white_5dB/heavy/con_001_pro_001_spk2.wav,他在那个时间过来他是从远的区域我们知道,4.39,0.87,0.199
L3,whisper,white_5dB/heavy/con_002_pro_002_spk1.wav,打开这个视频你可能发过来你可能不知道,3.18,0.82,0.256
L3,whisper,white_5dB/heavy/con_002_pro_002_spk2.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,3.18,1.05,0.330
L3,whisper,white_5dB/heavy/con_003_pro_003_spk1.wav,因為有一個前提性的問題沒有討論,2.96,0.62,0.208
L3,whisper,white_5dB/heavy/con_003_pro_003_spk2.wav,我忘记在评论评论,2.96,0.61,0.205
L3,whisper,white_5dB/heavy/con_004_pro_004_spk1.wav,布洛森在讲的熬夜所谓的熬夜就是晚睡晚是吧,4.84,0.87,0.181
L3,whisper,white_5dB/heavy/con_004_pro_004_spk2.wav,谢谢大家,4.84,0.43,0.090
L3,whisper,white_5dB/heavy/con_005_pro_005_spk1.wav,我觉得晚会晚会晚会晚,2.75,0.54,0.195
L3,whisper,white_5dB/heavy/con_005_pro_005_spk2.wav,都觉得晚会晚会,2.75,0.53,0.191
L3,whisper,white_5dB/heavy/con_006_pro_006_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,2.57,0.93,0.363
L3,whisper,white_5dB/heavy/con_006_pro_006_spk2.wav,哇 天意外,2.57,0.52,0.201
L3,whisper,white_5dB/heavy/con_007_pro_007_spk1.wav,因为你可以懂上班的时间毕竟也晚,2.89,0.73,0.252
L3,whisper,white_5dB/heavy/con_007_pro_007_spk2.wav,请不吝点赞订阅订阅,2.89,0.66,0.229
L3,whisper,white_5dB/heavy/con_008_pro_008_spk1.wav,那你可以为了身上的有吧,2.91,0.64,0.222
L3,whisper,white_5dB/heavy/con_008_pro_008_spk2.wav,那你可以被我吹下来有吧,2.91,0.69,0.239
L3,whisper,white_5dB/heavy/con_009_pro_009_spk1.wav,"等会再问一下,等会再问一下,等会再问一下。",3.54,0.71,0.200
L3,whisper,white_5dB/heavy/con_009_pro_009_spk2.wav,两个人的生活空间毕竟也就这么准,3.54,0.72,0.204
L3,whisper,white_5dB/heavy/con_010_pro_010_spk1.wav,谢谢大家,3.49,0.46,0.133
L3,whisper,white_5dB/heavy/con_010_pro_010_spk2.wav,喔 只看一分我看一分我看一分,3.49,2.21,0.632
L3,whisper,white_5dB/heavy/con_011_pro_011_spk1.wav,我们下期再见,4.21,0.75,0.179
L3,whisper,white_5dB/heavy/con_011_pro_011_spk2.wav,你没有多两个小时但是你我可以,4.21,0.82,0.195
L3,whisper,white_5dB/light/con_001_pro_001_spk1.wav,它让你在那个时间段拥有你帮是要那它是怎么环节我们的空气的,5.94,0.91,0.154
L3,whisper,white_5dB/light/con_001_pro_001_spk2.wav,谢谢大家,5.94,0.45,0.076
L3,whisper,white_5dB/light/con_002_pro_002_spk1.wav,打趴給了自己是一個刷抖音的沒問題沒問題先不招,3.83,0.84,0.219
L3,whisper,white_5dB/light/con_002_pro_002_spk2.wav,谢谢大家,3.83,0.48,0.125
L3,whisper,white_5dB/light/con_003_pro_003_spk1.wav,因為有一個前期性的問題沒有討論,3.91,0.61,0.157
L3,whisper,white_5dB/light/con_003_pro_003_spk2.wav,因為有一個檢舉性的問題沒有討論,3.91,0.60,0.154
L3,whisper,white_5dB/light/con_004_pro_004_spk1.wav,你去我家你去你去你去你去你去你去你去你去,5.79,4.11,0.711
L3,whisper,white_5dB/light/con_004_pro_004_spk2.wav,不落分没有在讲的熬夜所谓的熬夜就是晚睡晚饮是吧,5.79,0.96,0.166
L3,whisper,white_5dB/light/con_005_pro_005_spk1.wav,谢谢大家,3.83,0.47,0.122
L3,whisper,white_5dB/light/con_005_pro_005_spk2.wav,我觉得晚睡晚起早点聊晚睡晚起,3.83,0.66,0.174
L3,whisper,white_5dB/light/con_006_pro_006_spk1.wav,沒問題 既然你是玩 試玩,3.60,0.60,0.166
L3,whisper,white_5dB/light/con_006_pro_006_spk2.wav,哇 睡早点 没关系 既然你是万事睡晚,3.60,0.69,0.191
L3,whisper,white_5dB/light/con_007_pro_007_spk1.wav,因为你可以早睡早起上班的时间毕竟也晚,3.67,0.70,0.190
L3,whisper,white_5dB/light/con_007_pro_007_spk2.wav,谢谢大家,3.67,0.47,0.129
L3,whisper,white_5dB/light/con_008_pro_008_spk1.wav,因为你可以被个声音下班的时间一定也晚,3.73,0.72,0.194
L3,whisper,white_5dB/light/con_008_pro_008_spk2.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,3.73,0.97,0.259
L3,whisper,white_5dB/light/con_009_pro_009_spk1.wav,"對,對,對,對,對.",4.23,9.93,2.345
L3,whisper,white_5dB/light/con_009_pro_009_spk2.wav,那你个人的生活空间毕竟也就这么远,4.23,0.81,0.191
L3,whisper,white_5dB/light/con_010_pro_010_spk1.wav,不太一致我可以跟您讨论它是以外的事情但是我自己不太感兴趣,4.69,1.02,0.216
L3,whisper,white_5dB/light/con_010_pro_010_spk2.wav,不太一致我可以多付额外的时间来复制,4.69,0.81,0.173
L3,whisper,white_5dB/light/con_011_pro_011_spk1.wav,你给我多两个小时但是你有时间多两个小时两点所以十点,5.71,0.93,0.163
L3,whisper,white_5dB/light/con_011_pro_011_spk2.wav,你没有多两个小时十天,5.71,0.96,0.169
L3,whisper,white_5dB/no/con_001_pro_001_spk1.wav,它让你在那个时间段拥有了自己比方是药那它是怎么缓解我们的空虚的,6.87,1.00,0.146
L3,whisper,white_5dB/no/con_001_pro_001_spk2.wav,感谢观看,6.87,0.48,0.070
L3,whisper,white_5dB/no/con_002_pro_002_spk1.wav,哪怕这个是一个刷抖音的没问题没问题先不着急,4.22,0.76,0.180
L3,whisper,white_5dB/no/con_002_pro_002_spk2.wav,中文字幕志愿者 李宗盛,4.22,0.63,0.150
L3,whisper,white_5dB/no/con_003_pro_003_spk1.wav,因为有一个简直性的问题没有讨论,4.48,0.64,0.142
L3,whisper,white_5dB/no/con_003_pro_003_spk2.wav,哦 外地人 稍微解釋一下,4.48,2.28,0.508
L3,whisper,white_5dB/no/con_004_pro_004_spk1.wav,就在想着熬夜所谓的熬夜就是晚睡晚是吧,6.35,0.81,0.127
L3,whisper,white_5dB/no/con_004_pro_004_spk2.wav,你付落分也是一个要的没有没有就在想着熬夜所谓的熬夜就是晚睡晚饮是吧,6.35,1.12,0.175
L3,whisper,white_5dB/no/con_005_pro_005_spk1.wav,都觉得晚睡晚起早夜我先表晚睡晚起,4.48,0.69,0.155
L3,whisper,white_5dB/no/con_005_pro_005_spk2.wav,我都觉得晚睡晚起早夜我先聊晚睡晚起,4.48,0.71,0.158
L3,whisper,white_5dB/no/con_006_pro_006_spk1.wav,晚睡早起也上午夜了既然你是晚睡完,4.22,0.70,0.166
L3,whisper,white_5dB/no/con_006_pro_006_spk2.wav,我被你找了你讨厌啊你居然有这种心事,4.22,0.82,0.194
L3,whisper,white_5dB/no/con_007_pro_007_spk1.wav,因为你可以早睡早起上班的时间毕竟也晚,4.14,0.71,0.173
L3,whisper,white_5dB/no/con_007_pro_007_spk2.wav,谢谢,4.14,0.43,0.104
L3,whisper,white_5dB/no/con_008_pro_008_spk1.wav,因为你可以为了身体健康我的意愿你下班的时间一定有吧,4.22,0.86,0.205
L3,whisper,white_5dB/no/con_008_pro_008_spk2.wav,谢谢,4.22,0.42,0.100
L3,whisper,white_5dB/no/con_009_pro_009_spk1.wav,那你个人的生活空间毕竟也就这么一样,4.65,0.69,0.149
L3,whisper,white_5dB/no/con_009_pro_009_spk2.wav,那你个人的生活空间毕竟也就这么简单,4.65,0.73,0.157
L3,whisper,white_5dB/no/con_010_pro_010_spk1.wav,谢谢大家,5.42,0.44,0.081
L3,whisper,white_5dB/no/con_010_pro_010_spk2.wav,不太一致你是怎么多出额外的时间来做自己的工作,5.42,0.78,0.144
L3,whisper,white_5dB/no/con_011_pro_011_spk1.wav,你没有多两个小时但是你的时间比较两个小时我可以给你解释我的意思是两点睡到十点起,6.61,1.13,0.171
L3,whisper,white_5dB/no/con_011_pro_011_spk2.wav,你没有多两个小时我可以给你解释,6.61,0.83,0.125
L4,whisper,babble_0dB/heavy/con_001_pro_001_spk1.wav,感谢观看,4.39,0.71,0.161
L4,whisper,babble_0dB/heavy/con_001_pro_001_spk2.wav,他让你们在那里你让我们在那里,4.39,0.68,0.154
L4,whisper,babble_0dB/heavy/con_002_pro_002_spk1.wav,,3.18,0.45,0.142
L4,whisper,babble_0dB/heavy/con_002_pro_002_spk2.wav,,3.18,0.62,0.194
L4,whisper,babble_0dB/heavy/con_003_pro_003_spk1.wav,好,2.96,0.45,0.151
L4,whisper,babble_0dB/heavy/con_003_pro_003_spk2.wav,,2.96,0.46,0.157
L4,whisper,babble_0dB/heavy/con_004_pro_004_spk1.wav,,4.84,0.47,0.098
L4,whisper,babble_0dB/heavy/con_004_pro_004_spk2.wav,,4.84,0.64,0.133
L4,whisper,babble_0dB/heavy/con_005_pro_005_spk1.wav,,2.75,0.53,0.191
L4,whisper,babble_0dB/heavy/con_005_pro_005_spk2.wav,,2.75,0.52,0.188
L4,whisper,babble_0dB/heavy/con_006_pro_006_spk1.wav,好,2.57,0.42,0.165
L4,whisper,babble_0dB/heavy/con_006_pro_006_spk2.wav,,2.57,0.50,0.195
L4,whisper,babble_0dB/heavy/con_007_pro_007_spk1.wav,好好好好好,2.89,0.63,0.217
L4,whisper,babble_0dB/heavy/con_007_pro_007_spk2.wav,因為你可以從上到下,2.89,2.38,0.823
L4,whisper,babble_0dB/heavy/con_008_pro_008_spk1.wav,,2.91,0.45,0.155
L4,whisper,babble_0dB/heavy/con_008_pro_008_spk2.wav,,2.91,0.44,0.150
L4,whisper,babble_0dB/heavy/con_009_pro_009_spk1.wav,,3.54,0.53,0.149
L4,whisper,babble_0dB/heavy/con_009_pro_009_spk2.wav,,3.54,0.44,0.125
L4,whisper,babble_0dB/heavy/con_010_pro_010_spk1.wav,谢谢大家,3.49,0.46,0.133
L4,whisper,babble_0dB/heavy/con_010_pro_010_spk2.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,3.49,0.93,0.266
L4,whisper,babble_0dB/heavy/con_011_pro_011_spk1.wav,,4.21,0.44,0.104
L4,whisper,babble_0dB/heavy/con_011_pro_011_spk2.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,4.21,0.92,0.219
L4,whisper,babble_0dB/light/con_001_pro_001_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,5.94,0.90,0.151
L4,whisper,babble_0dB/light/con_001_pro_001_spk2.wav,他要在那里面锻炼你帮我洗澡你看他什么环境从那边,5.94,0.97,0.164
L4,whisper,babble_0dB/light/con_002_pro_002_spk1.wav,,3.83,0.44,0.115
L4,whisper,babble_0dB/light/con_002_pro_002_spk2.wav,哪怕是一个他东西没问题没问题听不着,3.83,0.74,0.193
L4,whisper,babble_0dB/light/con_003_pro_003_spk1.wav,谢谢大家,3.91,0.47,0.121
L4,whisper,babble_0dB/light/con_003_pro_003_spk2.wav,因为有一个铁机那么你不要躺着,3.91,0.66,0.169
L4,whisper,babble_0dB/light/con_004_pro_004_spk1.wav,,5.79,0.74,0.127
L4,whisper,babble_0dB/light/con_004_pro_004_spk2.wav,我沒想到我沒想到毛病我沒想到毛病我沒想到毛病,5.79,0.89,0.154
L4,whisper,babble_0dB/light/con_005_pro_005_spk1.wav,,3.83,0.48,0.124
L4,whisper,babble_0dB/light/con_005_pro_005_spk2.wav,晚会晚会晚会晚会晚会晚会,3.83,0.61,0.159
L4,whisper,babble_0dB/light/con_006_pro_006_spk1.wav,请不吝点赞订阅订阅,3.60,0.65,0.180
L4,whisper,babble_0dB/light/con_006_pro_006_spk2.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,3.60,0.90,0.249
L4,whisper,babble_0dB/light/con_007_pro_007_spk1.wav,感谢观看,3.67,0.52,0.142
